SPY (SPDR S&P 500 ETF Trust),323.18,-0.93
Jul 28 2020 @ 08:59 ET,Bid,322.28,Ask,322.32,Size,5x47,Vol,48292970
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
08/19/2020,SPY200819C00370000,0.07,0,0.01,0.02,0,0.196,0.0033,0.0006,36,370.000,SPY200819P00370000,0,0,46.52,46.92,0,0.2409,-0.9861,0.0018,0
08/19/2020,SPY200819C00375000,0.02,0.005,0,0.01,1,0.1872,0.0009,0.0002,1,375.000,SPY200819P00375000,48.27,0,51.52,51.92,0,0.2616,-0.987,0.0016,6
08/19/2020,SPY200819C00380000,0.03,0,0,0.01,0,0.205,0.0009,0.0002,6,380.000,SPY200819P00380000,0,0,56.52,56.92,0,0.2808,-0.988,0.0014,0
08/19/2020,SPY200819C00385000,0.02,0,0,0.01,0,0.2183,0.0008,0.0002,14,385.000,SPY200819P00385000,0,0,61.52,61.92,0,0.299,-0.9889,0.0012,0
08/19/2020,SPY200819C00390000,0.01,0,0,0.01,0,0.2333,0.0008,0.0001,1,390.000,SPY200819P00390000,0,0,66.52,66.92,0,0.3197,-0.9892,0.0011,0
08/21/2020,SPY200821C00140000,174.44,0,183.09,183.48,0,0.02,1,0,7,140.000,SPY200821P00140000,0.02,-0.005,0.01,0.02,105,1.0328,-0.0006,0,5917
08/21/2020,SPY200821C00145000,156.73,0,178.09,178.48,0,0.02,1,0,6,145.000,SPY200821P00145000,0.01,-0.015,0.01,0.02,22,0.9795,-0.0006,0,2261
08/21/2020,SPY200821C00150000,151.77,0,173.09,173.49,0,0.02,1,0,6,150.000,SPY200821P00150000,0.01,-0.015,0.01,0.02,3,0.9385,-0.0006,0,9297
08/21/2020,SPY200821C00155000,0,0,168.09,168.49,0,0.02,1,0,0,155.000,SPY200821P00155000,0.02,-0.005,0.01,0.02,1,0.9007,-0.0006,0,3292
08/21/2020,SPY200821C00160000,161.09,0,163.1,163.49,0,0.02,1,0,0,160.000,SPY200821P00160000,0.02,-0.015,0.02,0.03,4,0.9075,-0.001,0,3993
08/21/2020,SPY200821C00165000,155.8,0,158.11,158.5,0,0.02,1,0,0,165.000,SPY200821P00165000,0.02,-0.015,0.02,0.03,2,0.8689,-0.0011,0,16051
08/21/2020,SPY200821C00170000,145.34,0,153.11,153.5,0,0.02,1,0,1,170.000,SPY200821P00170000,0.02,-0.015,0.02,0.03,4,0.8327,-0.0011,0.0001,4448
08/21/2020,SPY200821C00175000,141.57,0,148.11,148.5,0,0.02,1,0,6,175.000,SPY200821P00175000,0.04,-0.005,0.02,0.03,1,0.8002,-0.0012,0.0001,3229
08/21/2020,SPY200821C00180000,137,0,143.12,143.51,0,0.02,1,0.0001,5,180.000,SPY200821P00180000,0.06,0,0.03,0.04,0,0.7908,-0.0017,0.0001,8102
08/21/2020,SPY200821C00185000,125.54,0,138.13,138.52,0,0.02,1,0.0001,0,185.000,SPY200821P00185000,0.05,-0.005,0.03,0.04,18,0.7538,-0.0017,0.0001,4515
08/21/2020,SPY200821C00190000,136.75,0,133.12,133.52,0,0.02,1,0.0001,5,190.000,SPY200821P00190000,0.06,0,0.04,0.05,0,0.7413,-0.0023,0.0001,6789
08/21/2020,SPY200821C00195000,85.08,0,128.13,128.53,0,0.02,1,0.0001,0,195.000,SPY200821P00195000,0.05,-0.025,0.05,0.06,1,0.7197,-0.0027,0.0001,6806
08/21/2020,SPY200821C00200000,123.04,0,123.14,123.54,0,0.02,1,0.0001,49,200.000,SPY200821P00200000,0.06,-0.025,0.05,0.06,346,0.689,-0.003,0.0002,71638
08/21/2020,SPY200821C00205000,86.63,0,118.16,118.55,0,0.05,1,0,0,205.000,SPY200821P00205000,0.08,-0.015,0.06,0.07,1,0.6677,-0.0035,0.0002,6368
08/21/2020,SPY200821C00210000,114.9,0,113.17,113.56,0,0.5559,0.9988,0.0001,19,210.000,SPY200821P00210000,0.08,-0.025,0.06,0.07,49,0.648,-0.0043,0.0002,7920
08/21/2020,SPY200821C00215000,107.91,2.295,108.17,108.57,3,0.5444,0.9983,0.0001,601,215.000,SPY200821P00215000,0.09,-0.035,0.08,0.09,92,0.6215,-0.0048,0.0003,6974
08/21/2020,SPY200821C00220000,105.2,0,103.2,103.59,0,0.535,0.9976,0.0002,900,220.000,SPY200821P00220000,0.1,-0.035,0.09,0.1,1333,0.5968,-0.0055,0.0003,14591
08/21/2020,SPY200821C00221000,72,0,102.2,102.59,0,0.5341,0.9974,0.0002,0,221.000,SPY200821P00221000,0.1,-0.035,0.09,0.1,10,0.5914,-0.0056,0.0003,2275
08/21/2020,SPY200821C00222000,82.28,0,101.2,101.59,0,0.5357,0.997,0.0002,72,222.000,SPY200821P00222000,0.11,-0.035,0.09,0.1,5,0.5847,-0.0057,0.0003,9076
08/21/2020,SPY200821C00223000,83.47,0,100.19,100.59,0,0.53,0.997,0.0002,475,223.000,SPY200821P00223000,0.1,-0.045,0.09,0.1,480,0.5845,-0.0062,0.0004,2771
08/21/2020,SPY200821C00224000,81.48,0,99.19,99.6,0,0.5239,0.997,0.0002,411,224.000,SPY200821P00224000,0.13,-0.025,0.1,0.11,30,0.5791,-0.0063,0.0004,1991
08/21/2020,SPY200821C00225000,94.92,0,98.19,98.6,0,0.5305,0.9963,0.0002,40,225.000,SPY200821P00225000,0.1,-0.055,0.1,0.11,462,0.573,-0.0064,0.0004,12927
08/21/2020,SPY200821C00226000,75.6,0,97.21,97.6,0,0.5241,0.9963,0.0002,8,226.000,SPY200821P00226000,0.11,-0.045,0.1,0.11,102,0.5665,-0.0064,0.0004,1197
08/21/2020,SPY200821C00227000,0,0,96.21,96.6,0,0.5182,0.9962,0.0003,0,227.000,SPY200821P00227000,0.16,0,0.11,0.12,0,0.5661,-0.007,0.0004,2003
08/21/2020,SPY200821C00228000,76.97,0,95.23,95.6,0,0.5224,0.9956,0.0003,2,228.000,SPY200821P00228000,0.12,-0.045,0.11,0.12,8,0.5596,-0.007,0.0004,1331
08/21/2020,SPY200821C00229000,76.01,0,94.23,94.6,0,0.5164,0.9956,0.0003,2,229.000,SPY200821P00229000,0.18,0,0.11,0.12,0,0.5536,-0.0071,0.0004,1677
08/21/2020,SPY200821C00230000,91.34,0.665,93.23,93.61,1,0.5003,0.9961,0.0003,20,230.000,SPY200821P00230000,0.12,-0.055,0.11,0.12,390,0.5526,-0.0076,0.0005,31174
08/21/2020,SPY200821C00231000,72.9,0,92.24,92.61,0,0.5123,0.995,0.0003,5,231.000,SPY200821P00231000,0.21,0,0.12,0.13,0,0.5469,-0.0078,0.0005,1231
08/21/2020,SPY200821C00232000,71.76,0,91.25,91.6,0,0.4936,0.9958,0.0003,9,232.000,SPY200821P00232000,0.17,-0.015,0.12,0.13,2,0.5407,-0.0079,0.0005,1877
08/21/2020,SPY200821C00233000,62.55,0,90.25,90.62,0,0.504,0.9946,0.0004,1,233.000,SPY200821P00233000,0.2,0,0.12,0.13,0,0.5391,-0.0084,0.0005,1815
08/21/2020,SPY200821C00234000,0,0,89.25,89.62,0,0.4909,0.995,0.0003,0,234.000,SPY200821P00234000,0.18,-0.015,0.13,0.14,5,0.5332,-0.0085,0.0005,1908
08/21/2020,SPY200821C00235000,80.73,0,88.24,88.63,0,0.4969,0.9941,0.0004,601,235.000,SPY200821P00235000,0.15,-0.055,0.13,0.14,30,0.5267,-0.0086,0.0005,12138
08/21/2020,SPY200821C00236000,80.8,0,87.26,87.63,0,0.4943,0.9937,0.0004,6,236.000,SPY200821P00236000,0.25,0,0.14,0.15,0,0.5256,-0.0092,0.0006,2967
08/21/2020,SPY200821C00237000,70.49,0,86.26,86.63,0,0.4883,0.9937,0.0004,1,237.000,SPY200821P00237000,0.15,-0.065,0.14,0.15,1,0.5194,-0.0094,0.0006,1971
08/21/2020,SPY200821C00238000,83.96,0,85.27,85.64,0,0.4886,0.993,0.0005,5,238.000,SPY200821P00238000,0.17,-0.055,0.15,0.16,1,0.5178,-0.01,0.0006,2496
08/21/2020,SPY200821C00239000,68.81,0,84.38,84.56,0,0.4855,0.9927,0.0005,1,239.000,SPY200821P00239000,0.15,-0.075,0.15,0.16,6,0.5114,-0.0101,0.0006,3331
08/21/2020,SPY200821C00240000,82.85,2.11,83.38,83.56,6,0.4795,0.9926,0.0005,178,240.000,SPY200821P00240000,0.16,-0.075,0.15,0.16,232,0.505,-0.0102,0.0006,30940
08/21/2020,SPY200821C00241000,71.66,0,82.39,82.57,0,0.4762,0.9922,0.0005,5,241.000,SPY200821P00241000,0.16,-0.085,0.16,0.17,43,0.5029,-0.0108,0.0007,2730
08/21/2020,SPY200821C00242000,70.02,0,81.4,81.57,0,0.4729,0.9918,0.0006,5,242.000,SPY200821P00242000,0.19,-0.055,0.16,0.17,1,0.4967,-0.011,0.0007,1929
08/21/2020,SPY200821C00243000,75,0,80.4,80.57,0,0.4692,0.9915,0.0006,28,243.000,SPY200821P00243000,0.19,-0.065,0.17,0.18,12,0.4949,-0.0117,0.0007,4366
08/21/2020,SPY200821C00244000,71.51,0,79.37,79.58,0,0.4689,0.9907,0.0006,10,244.000,SPY200821P00244000,0.19,-0.075,0.17,0.18,14,0.4881,-0.0117,0.0007,3066
08/21/2020,SPY200821C00245000,77.84,2.065,78.41,78.58,1,0.4654,0.9903,0.0007,1190,245.000,SPY200821P00245000,0.18,-0.095,0.18,0.19,15,0.4856,-0.0124,0.0008,10385
08/21/2020,SPY200821C00246000,60.59,0,77.35,77.59,0,0.461,0.9899,0.0007,360,246.000,SPY200821P00246000,0.3,0,0.18,0.19,0,0.4828,-0.0131,0.0008,2652
08/21/2020,SPY200821C00247000,73.84,0,76.41,76.59,0,0.4573,0.9895,0.0007,964,247.000,SPY200821P00247000,0.21,-0.075,0.19,0.2,57,0.4765,-0.0132,0.0008,3465
08/21/2020,SPY200821C00248000,73.01,0,75.41,75.6,0,0.4551,0.9888,0.0008,573,248.000,SPY200821P00248000,0.33,0,0.2,0.21,0,0.4735,-0.0139,0.0009,3023
08/21/2020,SPY200821C00249000,72.59,0,74.44,74.6,0,0.4511,0.9884,0.0008,871,249.000,SPY200821P00249000,0.21,-0.095,0.2,0.21,141,0.4674,-0.0141,0.0009,4381
08/21/2020,SPY200821C00250000,73.5,2.685,73.4,73.61,11,0.4429,0.9885,0.0008,2732,250.000,SPY200821P00250000,0.22,-0.095,0.21,0.22,4990,0.4643,-0.0148,0.001,77968
08/21/2020,SPY200821C00251000,57.89,0,72.38,72.62,0,0.4433,0.9874,0.0009,246,251.000,SPY200821P00251000,0.23,-0.095,0.21,0.22,8,0.461,-0.0155,0.001,4016
08/21/2020,SPY200821C00252000,69.87,0,71.4,71.62,0,0.4399,0.9868,0.0009,972,252.000,SPY200821P00252000,0.23,-0.105,0.22,0.23,257,0.4547,-0.0157,0.001,3247
08/21/2020,SPY200821C00253000,70.36,0,70.46,70.63,0,0.437,0.9861,0.001,1741,253.000,SPY200821P00253000,0.24,-0.105,0.23,0.24,5,0.4519,-0.0165,0.0011,7879
08/21/2020,SPY200821C00254000,59.3,0,69.48,69.63,0,0.4324,0.9856,0.001,1151,254.000,SPY200821P00254000,0.4,0,0.24,0.25,0,0.4477,-0.0171,0.0011,2573
08/21/2020,SPY200821C00255000,66.42,0,68.46,68.64,0,0.4295,0.9849,0.0011,2055,255.000,SPY200821P00255000,0.25,-0.115,0.24,0.25,2195,0.4443,-0.018,0.0012,26646
08/21/2020,SPY200821C00256000,65.37,0,67.49,67.65,0,0.4247,0.9844,0.0011,1089,256.000,SPY200821P00256000,0.27,-0.105,0.25,0.26,58,0.4405,-0.0187,0.0012,3594
08/21/2020,SPY200821C00257000,56.97,0,66.5,66.66,0,0.4229,0.9833,0.0012,1041,257.000,SPY200821P00257000,0.28,-0.115,0.26,0.27,32,0.4367,-0.0195,0.0013,7915
08/21/2020,SPY200821C00258000,64.4,1.455,65.42,65.67,1,0.4189,0.9826,0.0012,1455,258.000,SPY200821P00258000,0.28,-0.125,0.27,0.28,79,0.4328,-0.0203,0.0013,56166
08/21/2020,SPY200821C00259000,54.59,0,64.51,64.67,0,0.4159,0.9817,0.0013,224,259.000,SPY200821P00259000,0.29,-0.135,0.28,0.29,27,0.4288,-0.0211,0.0014,4025
08/21/2020,SPY200821C00260000,63.6,2.65,63.5,63.68,11,0.412,0.9809,0.0013,516,260.000,SPY200821P00260000,0.29,-0.145,0.29,0.3,214,0.4247,-0.022,0.0015,41356
08/21/2020,SPY200821C00261000,61.96,0,62.53,62.69,0,0.4084,0.9801,0.0014,1193,261.000,SPY200821P00261000,0.31,-0.145,0.3,0.31,23,0.4205,-0.0228,0.0015,4139
08/21/2020,SPY200821C00262000,60.77,1.775,61.57,61.7,1,0.4057,0.9789,0.0015,909,262.000,SPY200821P00262000,0.32,-0.155,0.31,0.32,108,0.4161,-0.0236,0.0016,4102
08/21/2020,SPY200821C00263000,58.87,0,60.47,60.71,0,0.4003,0.9784,0.0015,541,263.000,SPY200821P00263000,0.33,-0.155,0.32,0.33,26,0.4118,-0.0245,0.0016,3398
08/21/2020,SPY200821C00264000,60.21,0,59.57,59.73,0,0.3975,0.9772,0.0016,1420,264.000,SPY200821P00264000,0.35,-0.155,0.33,0.34,25,0.4074,-0.0254,0.0017,4977
08/21/2020,SPY200821C00265000,62.09,0,58.58,58.74,0,0.3933,0.9763,0.0017,1406,265.000,SPY200821P00265000,0.36,-0.165,0.35,0.36,174,0.4048,-0.0269,0.0018,65754
08/21/2020,SPY200821C00266000,60.29,0,57.6,57.75,0,0.3905,0.9749,0.0018,1652,266.000,SPY200821P00266000,0.37,-0.175,0.36,0.37,20,0.4002,-0.0278,0.0019,3526
08/21/2020,SPY200821C00267000,55.28,0,56.61,56.76,0,0.3874,0.9736,0.0019,759,267.000,SPY200821P00267000,0.39,-0.175,0.37,0.38,39,0.3972,-0.0292,0.002,3617
08/21/2020,SPY200821C00268000,55.26,2.16,55.61,55.78,2,0.3838,0.9724,0.002,988,268.000,SPY200821P00268000,0.39,-0.205,0.39,0.4,62,0.3924,-0.0303,0.0021,7704
08/21/2020,SPY200821C00269000,54.6,2.475,54.64,54.79,5,0.3791,0.9714,0.002,892,269.000,SPY200821P00269000,0.42,-0.195,0.4,0.41,29,0.3892,-0.0318,0.0022,4687
08/21/2020,SPY200821C00270000,53.48,2.32,53.6,53.81,22,0.377,0.9695,0.0022,1734,270.000,SPY200821P00270000,0.43,-0.205,0.42,0.43,7971,0.3843,-0.0329,0.0023,48599
08/21/2020,SPY200821C00271000,56.22,0,52.61,52.82,0,0.373,0.9682,0.0023,512,271.000,SPY200821P00271000,0.45,-0.225,0.44,0.45,53,0.3809,-0.0345,0.0024,7289
08/21/2020,SPY200821C00272000,49.54,0,51.62,51.84,0,0.3689,0.9669,0.0024,1333,272.000,SPY200821P00272000,0.47,-0.225,0.46,0.47,22,0.3773,-0.0361,0.0025,5611
08/21/2020,SPY200821C00273000,47.91,0,50.74,50.86,0,0.3617,0.9666,0.0024,517,273.000,SPY200821P00273000,0.49,-0.235,0.48,0.49,37,0.3736,-0.0377,0.0026,7797
08/21/2020,SPY200821C00274000,51.16,0,49.66,49.88,0,0.3626,0.9632,0.0026,553,274.000,SPY200821P00274000,0.5,-0.265,0.5,0.51,34,0.3709,-0.0399,0.0027,4445
08/21/2020,SPY200821C00275000,46.76,0,48.66,48.9,0,0.3603,0.961,0.0028,6126,275.000,SPY200821P00275000,0.53,-0.265,0.52,0.53,587,0.367,-0.0416,0.0029,45716
08/21/2020,SPY200821C00276000,48.61,0,47.78,47.92,0,0.3569,0.959,0.0029,650,276.000,SPY200821P00276000,0.57,-0.265,0.54,0.55,33,0.3628,-0.0434,0.003,3348
08/21/2020,SPY200821C00277000,46.1,1.715,46.76,46.95,1,0.3536,0.9569,0.0031,829,277.000,SPY200821P00277000,0.59,-0.285,0.57,0.58,46,0.3597,-0.0457,0.0032,7392
08/21/2020,SPY200821C00278000,43.03,0,45.84,45.97,0,0.35,0.9548,0.0032,1077,278.000,SPY200821P00278000,0.6,-0.315,0.59,0.6,104,0.3553,-0.0476,0.0033,4074
08/21/2020,SPY200821C00279000,47.74,0,44.79,45,0,0.3469,0.9523,0.0034,601,279.000,SPY200821P00279000,0.65,-0.305,0.62,0.63,272,0.352,-0.05,0.0035,9464
08/21/2020,SPY200821C00280000,43.23,1.715,43.94,44.05,48,0.3429,0.9502,0.0035,6095,280.000,SPY200821P00280000,0.66,-0.345,0.65,0.66,3956,0.3495,-0.0529,0.0036,79273
08/21/2020,SPY200821C00281000,42.34,1.77,42.94,43.07,1,0.3399,0.9474,0.0037,500,281.000,SPY200821P00281000,0.7,-0.355,0.68,0.7,150,0.3457,-0.0555,0.0038,6082
08/21/2020,SPY200821C00282000,39.42,0,41.89,42.1,0,0.3374,0.9442,0.0039,864,282.000,SPY200821P00282000,0.75,-0.355,0.72,0.73,57,0.3418,-0.058,0.004,8238
08/21/2020,SPY200821C00283000,40.42,1.73,41.02,41.13,2,0.3338,0.9414,0.0041,3672,283.000,SPY200821P00283000,0.75,-0.405,0.76,0.77,30,0.3387,-0.0612,0.0042,9211
08/21/2020,SPY200821C00284000,39.53,1.8,40.02,40.19,2,0.3302,0.9384,0.0043,1485,284.000,SPY200821P00284000,0.83,-0.385,0.79,0.81,94,0.3354,-0.0644,0.0044,5757
08/21/2020,SPY200821C00285000,38.93,2.13,39.13,39.21,5,0.3274,0.9349,0.0046,5670,285.000,SPY200821P00285000,0.85,-0.425,0.84,0.85,2812,0.3321,-0.0676,0.0046,69399
08/21/2020,SPY200821C00286000,41.07,0,38.15,38.32,0,0.3243,0.9313,0.0048,2117,286.000,SPY200821P00286000,0.9,-0.44,0.88,0.9,74,0.3287,-0.0712,0.0049,5387
08/21/2020,SPY200821C00287000,35.14,0,37.16,37.31,0,0.3189,0.9289,0.005,1758,287.000,SPY200821P00287000,0.94,-0.465,0.93,0.94,57,0.3253,-0.0748,0.0051,4384
08/21/2020,SPY200821C00288000,36.29,0,36.23,36.36,0,0.3174,0.924,0.0053,1818,288.000,SPY200821P00288000,0.99,-0.485,0.98,0.99,87,0.322,-0.0788,0.0054,10746
08/21/2020,SPY200821C00289000,34.15,1.06,35.21,35.41,1,0.3134,0.9203,0.0056,2115,289.000,SPY200821P00289000,1.06,-0.495,1.03,1.05,374,0.3193,-0.0833,0.0057,5681
08/21/2020,SPY200821C00290000,34.33,2.185,34.38,34.46,209,0.3122,0.9147,0.0059,5850,290.000,SPY200821P00290000,1.09,-0.535,1.09,1.1,3235,0.3163,-0.0879,0.006,77757
08/21/2020,SPY200821C00291000,33.14,1.9,33.44,33.52,5,0.3091,0.91,0.0062,1468,291.000,SPY200821P00291000,1.17,-0.545,1.15,1.16,34,0.3131,-0.0926,0.0063,13149
08/21/2020,SPY200821C00292000,30.66,0,32.48,32.6,0,0.3062,0.9049,0.0065,1461,292.000,SPY200821P00292000,1.2,-0.6,1.21,1.23,172,0.3096,-0.0975,0.0066,10414
08/21/2020,SPY200821C00293000,30.27,0.855,31.49,31.65,37,0.3026,0.9,0.0069,1948,293.000,SPY200821P00293000,1.29,-0.605,1.28,1.29,241,0.3066,-0.1028,0.0069,8464
08/21/2020,SPY200821C00294000,30.72,2.21,30.61,30.73,34,0.3004,0.8938,0.0072,1888,294.000,SPY200821P00294000,1.35,-0.64,1.35,1.36,50,0.3033,-0.1083,0.0072,13102
08/21/2020,SPY200821C00295000,29.74,2.12,29.72,29.8,46,0.297,0.8881,0.0076,4688,295.000,SPY200821P00295000,1.44,-0.655,1.43,1.44,1096,0.3004,-0.1143,0.0076,51227
08/21/2020,SPY200821C00296000,28.8,2.075,28.8,28.88,3,0.2942,0.8817,0.008,2253,296.000,SPY200821P00296000,1.5,-0.705,1.51,1.52,6104,0.2972,-0.1205,0.008,10510
08/21/2020,SPY200821C00297000,27.08,1.23,27.83,27.96,2,0.2908,0.8754,0.0083,2082,297.000,SPY200821P00297000,1.61,-0.705,1.59,1.6,194,0.2937,-0.1268,0.0084,10297
08/21/2020,SPY200821C00298000,25.99,1.015,26.95,27.08,25,0.288,0.8682,0.0088,2161,298.000,SPY200821P00298000,1.71,-0.725,1.68,1.69,140,0.2905,-0.1337,0.0088,15442
08/21/2020,SPY200821C00299000,25.13,1.045,26.07,26.15,1,0.2849,0.8609,0.0092,2984,299.000,SPY200821P00299000,1.76,-0.805,1.77,1.79,208,0.2873,-0.141,0.0092,18461
08/21/2020,SPY200821C00300000,25,1.78,25.17,25.24,650,0.2817,0.8533,0.0096,13168,300.000,SPY200821P00300000,1.89,-0.805,1.87,1.89,12539,0.2841,-0.1486,0.0096,102169
08/21/2020,SPY200821C00301000,22.18,0,24.25,24.35,0,0.2783,0.8455,0.0101,3451,301.000,SPY200821P00301000,2.01,-0.825,1.97,1.99,587,0.2808,-0.1566,0.0101,11302
08/21/2020,SPY200821C00302000,23.1,1.59,23.38,23.46,86,0.2752,0.8368,0.0106,3828,302.000,SPY200821P00302000,2.15,-0.835,2.08,2.1,998,0.2774,-0.165,0.0106,10927
08/21/2020,SPY200821C00303000,22.4,1.735,22.51,22.57,70,0.2719,0.828,0.0111,3508,303.000,SPY200821P00303000,2.19,-0.95,2.2,2.22,5008,0.2743,-0.1739,0.0111,14199
08/21/2020,SPY200821C00304000,21.29,1.46,21.62,21.69,74,0.2684,0.8188,0.0116,3509,304.000,SPY200821P00304000,2.34,-0.965,2.32,2.34,860,0.2707,-0.1831,0.0116,6224
08/21/2020,SPY200821C00305000,20.77,1.775,20.76,20.82,103,0.2653,0.8087,0.0121,51091,305.000,SPY200821P00305000,2.45,-1.025,2.45,2.47,1106,0.2673,-0.1929,0.0121,109966
08/21/2020,SPY200821C00306000,19.5,1.33,19.89,19.95,61,0.262,0.7984,0.0127,2997,306.000,SPY200821P00306000,2.6,-1.05,2.58,2.6,166,0.2638,-0.2031,0.0127,13177
08/21/2020,SPY200821C00307000,19,1.635,19.04,19.1,246,0.2587,0.7874,0.0133,11679,307.000,SPY200821P00307000,2.78,-1.055,2.72,2.74,237,0.2602,-0.2138,0.0132,18155
08/21/2020,SPY200821C00308000,17.94,1.385,18.17,18.25,66,0.2551,0.7761,0.0138,4740,308.000,SPY200821P00308000,2.96,-1.075,2.88,2.89,331,0.2568,-0.2253,0.0138,13430
08/21/2020,SPY200821C00309000,17.4,1.625,17.35,17.4,54,0.2516,0.7641,0.0145,7706,309.000,SPY200821P00309000,3.13,-1.115,3.03,3.05,350,0.2532,-0.2372,0.0144,7442
08/21/2020,SPY200821C00310000,16.4,1.41,16.52,16.57,2214,0.2481,0.7514,0.0151,77838,310.000,SPY200821P00310000,3.22,-1.24,3.2,3.22,7717,0.2496,-0.2498,0.015,109049
08/21/2020,SPY200821C00311000,15.08,0.86,15.67,15.75,73,0.2444,0.7383,0.0157,8006,311.000,SPY200821P00311000,3.41,-1.28,3.37,3.4,407,0.2459,-0.2629,0.0157,13749
08/21/2020,SPY200821C00312000,14.83,1.375,14.88,14.93,197,0.241,0.7242,0.0164,3566,312.000,SPY200821P00312000,3.65,-1.275,3.56,3.58,3779,0.2423,-0.2768,0.0163,19599
08/21/2020,SPY200821C00313000,14.05,1.335,14.08,14.13,237,0.2375,0.7094,0.017,7272,313.000,SPY200821P00313000,3.86,-1.32,3.76,3.78,935,0.2387,-0.2915,0.017,6501
08/21/2020,SPY200821C00314000,13.2,1.225,13.29,13.34,501,0.2337,0.6941,0.0177,10202,314.000,SPY200821P00314000,4.01,-1.435,3.97,3.99,1592,0.2351,-0.3069,0.0176,15458
08/21/2020,SPY200821C00315000,12.36,1.105,12.52,12.56,5092,0.2302,0.6778,0.0184,32440,315.000,SPY200821P00315000,4.19,-1.535,4.19,4.21,17770,0.2313,-0.3229,0.0183,83238
08/21/2020,SPY200821C00316000,11.78,1.225,11.75,11.8,663,0.2265,0.6608,0.0191,4814,316.000,SPY200821P00316000,4.48,-1.54,4.43,4.45,1183,0.2276,-0.3398,0.019,7247
08/21/2020,SPY200821C00317000,10.97,1.105,11,11.05,567,0.2227,0.643,0.0198,6663,317.000,SPY200821P00317000,4.65,-1.68,4.68,4.7,1020,0.2239,-0.3576,0.0197,9238
08/21/2020,SPY200821C00318000,10.16,0.97,10.27,10.31,758,0.2189,0.6243,0.0205,5497,318.000,SPY200821P00318000,4.96,-1.695,4.94,4.96,1707,0.22,-0.3761,0.0204,11598
08/21/2020,SPY200821C00319000,9.5,0.965,9.55,9.59,427,0.2152,0.6048,0.0211,6186,319.000,SPY200821P00319000,5.23,-1.77,5.22,5.25,1376,0.2163,-0.3957,0.021,6703
08/21/2020,SPY200821C00320000,8.86,0.965,8.85,8.89,1919,0.2113,0.5843,0.0218,42606,320.000,SPY200821P00320000,5.56,-1.8,5.52,5.55,7247,0.2126,-0.4161,0.0217,53278
08/21/2020,SPY200821C00321000,8.17,0.89,8.17,8.21,1055,0.2076,0.5629,0.0224,8997,321.000,SPY200821P00321000,5.85,-1.9,5.84,5.87,1423,0.2089,-0.4373,0.0223,6882
08/21/2020,SPY200821C00322000,7.45,0.76,7.52,7.55,1760,0.204,0.5406,0.023,15514,322.000,SPY200821P00322000,6.18,-1.97,6.18,6.21,2300,0.205,-0.4595,0.0229,12077
08/21/2020,SPY200821C00323000,6.85,0.74,6.88,6.91,2529,0.2003,0.5175,0.0235,8281,323.000,SPY200821P00323000,6.57,-2.01,6.55,6.57,3294,0.2014,-0.4825,0.0234,4426
08/21/2020,SPY200821C00324000,6.26,0.69,6.27,6.3,1340,0.1966,0.4935,0.024,12716,324.000,SPY200821P00324000,7.02,-2.015,6.93,6.96,922,0.1976,-0.5064,0.0238,3448
08/21/2020,SPY200821C00325000,5.68,0.63,5.68,5.71,3517,0.193,0.4687,0.0243,29861,325.000,SPY200821P00325000,7.35,-2.165,7.35,7.37,1486,0.194,-0.5311,0.0242,6724
08/21/2020,SPY200821C00326000,5.14,0.59,5.12,5.15,1109,0.1894,0.4431,0.0246,21113,326.000,SPY200821P00326000,7.83,-2.185,7.78,7.82,1071,0.1903,-0.5565,0.0245,4213
08/21/2020,SPY200821C00327000,4.59,0.505,4.6,4.62,1223,0.1861,0.4171,0.0248,11710,327.000,SPY200821P00327000,8.33,-2.22,8.25,8.29,625,0.1871,-0.5824,0.0247,6207
08/21/2020,SPY200821C00328000,4.06,0.41,4.1,4.12,717,0.1825,0.3904,0.0248,9230,328.000,SPY200821P00328000,8.91,-2.205,8.75,8.79,715,0.1836,-0.6088,0.0247,2182
08/21/2020,SPY200821C00329000,3.6,0.36,3.63,3.65,716,0.1791,0.3634,0.0248,7959,329.000,SPY200821P00329000,9.29,-2.415,9.28,9.32,2573,0.1802,-0.6357,0.0246,2045
08/21/2020,SPY200821C00330000,3.2,0.335,3.2,3.22,4035,0.1759,0.3364,0.0245,44319,330.000,SPY200821P00330000,9.86,-2.47,9.85,9.89,785,0.1771,-0.6625,0.0244,3385
08/21/2020,SPY200821C00331000,2.78,0.255,2.8,2.82,988,0.1731,0.3097,0.0241,9732,331.000,SPY200821P00331000,10.45,-2.53,10.45,10.5,257,0.1744,-0.6889,0.0239,1974
08/21/2020,SPY200821C00332000,2.45,0.24,2.44,2.46,348,0.1704,0.2834,0.0235,10057,332.000,SPY200821P00332000,11.29,-2.39,11.09,11.14,59,0.1717,-0.715,0.0234,1514
08/21/2020,SPY200821C00333000,2.1,0.175,2.12,2.13,940,0.1679,0.2578,0.0227,8854,333.000,SPY200821P00333000,11.82,-2.575,11.76,11.84,96,0.1693,-0.7404,0.0226,1445
